Account Number,Account Status,Account Type,Amount,Balance,Branch,Account Number,Channel,City,Closing Date,Country,Credit Score,Currency,Customer Name,Device Type,EMI,Fraud Flag,IFSC Code,Interest Rate,Count of Loan ID,Loan Type,Manager Name,Year,Quarter,Month,Payment Mode,Risk Level,State,Tenure,Year,Quarter,Month,Day,Count of Transaction ID,Transaction Type
576703,Closed,Current,1500,,City branch,576703,Branch, Bengaluru,0,India,650,INR,  Ramesh Rao,NA,0,Y,SBIN0001234,0,1,Home Loan,Mr. Verma,2020,Qtr 4,December,Cash,HIGH,MH,0,2018,Qtr 2,May,23,1,Credit
577019,Closed,Current,1500,,City branch,577019,Branch, Bengaluru,11/06/2024,India,0,INR,NA,Mobile,0,Y,SBIN0001234,7.5,1,Personal Loan,Mr. Verma,2023,Qtr 3,August,Card,HIGH,MH,120,2018,Qtr 2,April,16,1,Debit
578343,Closed,Current,1500,,City branch,578343,NetBanking, Bengaluru,11/06/2024,India,650,INR,NA,Mobile,5000,Y,HDFC0005678,7.5,1,Personal Loan,Mr. Verma,2018,Qtr 3,July,Cash,Medium,KA,0,2019,Qtr 4,November,21,1,Credit
579557,Closed,Current,1500,,City branch,579557,Branch, Bengaluru,0,India,650,INR,Sneha Patel,Desktop,5000,Y,SBIN0001234,7.5,1,Home Loan, Ms. Iyer,2023,Qtr 2,April,Cash,HIGH,KA,120,2023,Qtr 2,April,4,1,Debit
581542,Closed,Current,1500,,City branch,581542,NetBanking, Bengaluru,11/06/2024,India,0,INR,NA,Desktop,0,Y,HDFC0005678,7.5,1,Home Loan, Ms. Iyer,2022,Qtr 3,August,Cash,Medium,TN,0,2018,Qtr 4,October,9,1,Debit
581795,Closed,Current,1500,,City branch,581795,NetBanking,Chennai,11/06/2024,India,720,INR,NA,Mobile,0,N,SBIN0001234,0,1,CarLoan,Mr. Verma,2018,Qtr 3,September,Cash,Medium,TN,60,2021,Qtr 4,October,29,1,Debit
582079,Closed,Current,1500,,City branch,582079,Branch, Bengaluru,11/06/2024,India,0,INR,  Ramesh Rao,Desktop,5000,N,SBIN0001234,7.5,1,Home Loan,Mr. Verma,2019,Qtr 4,December,NA,Low,KA,0,2024,Qtr 1,January,26,1,Debit
582501,Closed,Current,1500,,City branch,582501,Branch,Chennai,0,India,0,INR,NA,NA,12000,Y,HDFC0005678,0,1,Home Loan,Mr. Verma,2021,Qtr 1,February,Card,HIGH,KA,0,2024,Qtr 1,March,27,1,Debit
583028,Closed,Current,1500,,City branch,583028,NetBanking, Bengaluru,11/06/2024,India,650,INR,NA,NA,12000,N,SBIN0001234,7.5,1,Home Loan, Ms. Iyer,2022,Qtr 1,February,Card,Low,KA,120,2022,Qtr 4,November,12,1,Credit
584350,Closed,Current,1500,,City branch,584350,Branch,Chennai,11/06/2024,India,720,INR,Arun Kumar,NA,0,Y,SBIN0001234,7.5,1,Home Loan,Mr. Verma,2023,Qtr 2,June,NA,Low,TN,120,2021,Qtr 3,August,20,1,Debit
584569,Closed,Current,1500,,City branch,584569,ATM, Bengaluru,11/06/2024,India,0,INR,Sneha Patel,NA,0,N,HDFC0005678,0,1,CarLoan, Ms. Iyer,2024,Qtr 3,September,Cash,Low,TN,60,2021,Qtr 2,June,26,1,Debit
585255,Closed,Current,1500,,City branch,585255,NetBanking, Bengaluru,11/06/2024,India,0,INR,Arun Kumar,Mobile,0,N,SBIN0001234,7.5,1,CarLoan,Mr. Verma,2020,Qtr 3,July,Card,Medium,TN,0,2018,Qtr 1,February,1,1,Debit
586256,Closed,Current,1500,,City branch,586256,NetBanking,Chennai,0,India,650,INR,Arun Kumar,NA,5000,Y,HDFC0005678,0,1,CarLoan, Ms. Iyer,2020,Qtr 2,May,Card,Medium,KA,120,2022,Qtr 2,June,22,1,Debit
588772,Closed,Current,1500,,City branch,588772,ATM, Bengaluru,0,India,720,INR,  Ramesh Rao,NA,5000,Y,HDFC0005678,0,1,Home Loan,Mr. Verma,2024,Qtr 4,December,Cash,Low,MH,0,2019,Qtr 1,January,8,1,Debit
588952,Closed,Current,1500,,City branch,588952,Branch,Chennai,0,India,720,INR,Sneha Patel,Desktop,0,N,SBIN0001234,7.5,1,Home Loan, Ms. Iyer,2024,Qtr 4,November,NA,Low,TN,0,2023,Qtr 3,July,4,1,Debit
589465,Closed,Current,1500,,City branch,589465,NetBanking,Chennai,0,India,0,INR,Sneha Patel,Mobile,12000,N,SBIN0001234,7.5,1,Home Loan, Ms. Iyer,2022,Qtr 1,March,NA,Medium,TN,120,2020,Qtr 2,June,20,1,Credit
590195,Closed,Current,1500,,City branch,590195,NetBanking, Bengaluru,11/06/2024,India,0,INR,NA,Desktop,12000,N,SBIN0001234,0,1,Home Loan, Ms. Iyer,2020,Qtr 3,August,NA,Medium,KA,120,2020,Qtr 3,September,28,1,Debit
591496,Closed,Current,1500,,City branch,591496,Branch,Chennai,11/06/2024,India,0,INR,Sneha Patel,NA,5000,Y,SBIN0001234,7.5,1,CarLoan,Mr. Verma,2018,Qtr 3,July,NA,HIGH,TN,60,2024,Qtr 2,May,23,1,Debit
591703,Closed,Current,1500,,City branch,591703,NetBanking,Chennai,11/06/2024,India,650,INR,NA,Desktop,12000,Y,HDFC0005678,7.5,1,CarLoan, Ms. Iyer,2022,Qtr 3,July,NA,Low,MH,120,2022,Qtr 1,January,26,1,Debit
592394,Closed,Current,1500,,City branch,592394,NetBanking,Chennai,0,India,0,INR,  Ramesh Rao,NA,0,N,HDFC0005678,0,1,Home Loan,Mr. Verma,2022,Qtr 4,October,NA,Medium,KA,60,2024,Qtr 3,September,3,1,Debit
592555,Closed,Current,1500,,City branch,592555,Branch,Chennai,11/06/2024,India,0,INR,Arun Kumar,NA,12000,N,SBIN0001234,0,1,Home Loan, Ms. Iyer,2023,Qtr 1,March,NA,HIGH,TN,120,2024,Qtr 3,July,20,1,Debit
592893,Closed,Current,1500,,City branch,592893,Branch,Chennai,0,India,0,INR,NA,NA,12000,N,SBIN0001234,0,1,Home Loan,Mr. Verma,2024,Qtr 4,October,NA,Low,MH,120,2019,Qtr 4,November,22,1,Debit
593300,Closed,Current,1500,,City branch,593300,Branch,Chennai,0,India,650,INR,NA,Mobile,5000,N,HDFC0005678,7.5,1,Home Loan, Ms. Iyer,2021,Qtr 2,April,Card,Medium,KA,120,2018,Qtr 1,January,2,1,Debit
593525,Closed,Current,1500,,City branch,593525,NetBanking, Bengaluru,0,India,0,INR,NA,Desktop,0,N,SBIN0001234,7.5,1,CarLoan, Ms. Iyer,2020,Qtr 2,May,NA,Low,TN,120,2022,Qtr 2,June,24,1,Credit
598062,Closed,Current,1500,,City branch,598062,ATM,Chennai,11/06/2024,India,0,INR,Sneha Patel,Desktop,5000,N,HDFC0005678,0,1,Home Loan,Mr. Verma,2018,Qtr 3,August,UPI,Low,KA,120,2023,Qtr 4,October,11,1,Debit
598993,Closed,Current,1500,,City branch,598993,ATM, Bengaluru,11/06/2024,India,720,INR,Sneha Patel,NA,12000,N,HDFC0005678,7.5,1,Home Loan,Mr. Verma,2021,Qtr 2,June,UPI,HIGH,MH,0,2022,Qtr 2,June,15,1,Credit
599505,Closed,Current,1500,,City branch,599505,Branch,Chennai,0,India,650,INR,NA,Desktop,12000,N,HDFC0005678,0,1,Home Loan,Mr. Verma,2019,Qtr 4,October,NA,Low,KA,120,2024,Qtr 1,January,14,1,Debit
500382,Closed,Current,1500,,Main Branch,500382,Branch, Bengaluru,0,India,0,INR,NA,NA,0,Y,SBIN0001234,7.5,1,CarLoan,Mr. Verma,2019,Qtr 2,May,UPI,Medium,TN,0,2020,Qtr 2,May,8,1,Debit
501255,Closed,Current,1500,,Main Branch,501255,Branch, Bengaluru,0,India,650,INR,Arun Kumar,Desktop,0,Y,SBIN0001234,7.5,1,Home Loan, Ms. Iyer,2024,Qtr 2,May,NA,Low,TN,120,2020,Qtr 4,November,3,1,Credit
501886,Closed,Current,1500,,Main Branch,501886,ATM, Bengaluru,0,India,720,INR,NA,NA,5000,Y,SBIN0001234,7.5,1,Home Loan,Mr. Verma,2021,Qtr 4,November,Cash,Medium,MH,120,2021,Qtr 3,September,17,1,Debit
502492,Closed,Current,1500,,Main Branch,502492,NetBanking,Chennai,0,India,650,INR,Sneha Patel,NA,0,N,SBIN0001234,7.5,1,Home Loan, Ms. Iyer,2018,Qtr 3,August,Card,HIGH,TN,0,2024,Qtr 1,March,3,1,Credit
502802,Closed,Current,1500,,Main Branch,502802,Branch,Chennai,11/06/2024,India,720,INR,NA,NA,5000,Y,SBIN0001234,7.5,1,Home Loan, Ms. Iyer,2023,Qtr 3,July,UPI,Medium,KA,120,2019,Qtr 3,September,30,1,Debit
503225,Closed,Current,1500,,Main Branch,503225,ATM,Chennai,0,India,650,INR,  Ramesh Rao,Desktop,12000,Y,HDFC0005678,7.5,1,Home Loan,Mr. Verma,2018,Qtr 4,October,Cash,Medium,TN,120,2020,Qtr 4,October,20,1,Debit
503269,Closed,Current,1500,,Main Branch,503269,NetBanking, Bengaluru,0,India,0,INR,NA,Mobile,0,Y,HDFC0005678,0,1,Personal Loan,Mr. Verma,2021,Qtr 1,March,NA,Medium,KA,120,2024,Qtr 2,May,9,1,Debit
503765,Closed,Current,1500,,Main Branch,503765,ATM,Chennai,0,India,720,INR,  Ramesh Rao,Desktop,5000,N,HDFC0005678,7.5,1,Home Loan,Mr. Verma,2024,Qtr 2,May,NA,Low,KA,60,2020,Qtr 3,September,16,1,Debit
503947,Closed,Current,1500,,Main Branch,503947,ATM, Bengaluru,0,India,0,INR,Arun Kumar,Mobile,0,Y,HDFC0005678,0,1,Home Loan, Ms. Iyer,2021,Qtr 2,June,Cash,Medium,MH,60,2024,Qtr 3,August,2,1,Credit
503983,Closed,Current,1500,,Main Branch,503983,Branch,Chennai,0,India,0,INR,  Ramesh Rao,Mobile,12000,N,SBIN0001234,0,1,Personal Loan,Mr. Verma,2023,Qtr 3,July,Cash,Low,TN,120,2023,Qtr 1,February,10,1,Credit
504629,Closed,Current,1500,,Main Branch,504629,NetBanking,Chennai,11/06/2024,India,0,INR,Arun Kumar,NA,0,Y,SBIN0001234,0,1,Home Loan,Mr. Verma,2019,Qtr 2,June,UPI,Low,MH,0,2022,Qtr 2,May,24,1,Debit
505372,Closed,Current,1500,,Main Branch,505372,NetBanking,Chennai,11/06/2024,India,650,INR,  Ramesh Rao,Mobile,5000,N,SBIN0001234,7.5,1,Home Loan, Ms. Iyer,2020,Qtr 1,January,Card,Low,TN,60,2021,Qtr 3,August,1,1,Credit
506330,Closed,Current,1500,,Main Branch,506330,ATM,Chennai,11/06/2024,India,0,INR,Sneha Patel,Mobile,5000,N,HDFC0005678,0,1,Home Loan,Mr. Verma,2018,Qtr 1,February,NA,Low,MH,60,2022,Qtr 1,January,9,1,Debit
506880,Closed,Current,1500,,Main Branch,506880,Branch,Chennai,11/06/2024,India,0,INR,  Ramesh Rao,NA,0,N,SBIN0001234,0,1,Home Loan,Mr. Verma,2021,Qtr 2,May,UPI,HIGH,TN,0,2020,Qtr 2,April,14,1,Debit
508809,Closed,Current,1500,,Main Branch,508809,Branch, Bengaluru,11/06/2024,India,650,INR,Sneha Patel,NA,12000,N,SBIN0001234,0,1,Personal Loan,Mr. Verma,2023,Qtr 2,May,UPI,Low,MH,0,2019,Qtr 2,June,2,1,Debit
509554,Closed,Current,1500,,Main Branch,509554,NetBanking, Bengaluru,11/06/2024,India,0,INR,Arun Kumar,Desktop,0,N,HDFC0005678,7.5,1,Home Loan,Mr. Verma,2023,Qtr 1,March,NA,Medium,MH,60,2023,Qtr 4,October,3,1,Credit
509985,Closed,Current,1500,,Main Branch,509985,Branch,Chennai,11/06/2024,India,0,INR,Sneha Patel,NA,0,Y,SBIN0001234,0,1,Home Loan,Mr. Verma,2022,Qtr 3,September,UPI,Medium,TN,120,2024,Qtr 4,November,5,1,Credit
510356,Closed,Current,1500,,Main Branch,510356,Branch,Chennai,0,India,0,INR,Arun Kumar,NA,0,N,SBIN0001234,0,1,CarLoan,Mr. Verma,2022,Qtr 4,November,Card,HIGH,TN,0,2021,Qtr 1,March,2,1,Debit
512235,Closed,Current,1500,,Main Branch,512235,Branch, Bengaluru,11/06/2024,India,0,INR,NA,Mobile,0,Y,HDFC0005678,7.5,1,Home Loan, Ms. Iyer,2021,Qtr 4,October,NA,HIGH,MH,0,2021,Qtr 3,July,6,1,Credit
512842,Closed,Current,1500,,Main Branch,512842,ATM, Bengaluru,0,India,720,INR,Sneha Patel,Mobile,5000,Y,HDFC0005678,7.5,1,CarLoan, Ms. Iyer,2019,Qtr 1,March,NA,Low,KA,120,2024,Qtr 2,April,21,1,Credit
513096,Closed,Current,1500,,Main Branch,513096,NetBanking,Chennai,11/06/2024,India,0,INR,NA,NA,5000,N,HDFC0005678,0,1,Home Loan, Ms. Iyer,2022,Qtr 1,January,UPI,HIGH,TN,60,2019,Qtr 2,April,7,1,Credit
513137,Closed,Current,1500,,Main Branch,513137,ATM, Bengaluru,11/06/2024,India,0,INR,NA,Desktop,0,N,HDFC0005678,0,1,Personal Loan, Ms. Iyer,2021,Qtr 1,January,NA,HIGH,MH,0,2023,Qtr 4,November,29,1,Credit
514965,Closed,Current,1500,,Main Branch,514965,Branch,Chennai,0,India,0,INR,Arun Kumar,Mobile,0,Y,SBIN0001234,0,1,CarLoan, Ms. Iyer,2019,Qtr 4,November,NA,HIGH,MH,60,2019,Qtr 4,December,23,1,Credit
515153,Closed,Current,1500,,Main Branch,515153,NetBanking,Chennai,11/06/2024,India,720,INR,NA,Desktop,12000,Y,SBIN0001234,0,1,CarLoan,Mr. Verma,2019,Qtr 3,July,UPI,Medium,TN,0,2024,Qtr 1,January,27,1,Credit
515330,Closed,Current,1500,,Main Branch,515330,ATM, Bengaluru,11/06/2024,India,0,INR,Sneha Patel,NA,0,N,HDFC0005678,7.5,1,Home Loan,Mr. Verma,2024,Qtr 1,February,Card,Medium,TN,60,2022,Qtr 1,March,29,1,Credit
517467,Closed,Current,1500,,Main Branch,517467,NetBanking, Bengaluru,0,India,720,INR,NA,Desktop,0,N,SBIN0001234,0,1,Home Loan, Ms. Iyer,2019,Qtr 4,December,Cash,HIGH,MH,120,2020,Qtr 1,January,7,1,Credit
518388,Closed,Current,1500,,Main Branch,518388,NetBanking,Chennai,0,India,720,INR,NA,NA,0,Y,SBIN0001234,7.5,1,Personal Loan,Mr. Verma,2020,Qtr 2,May,NA,Low,TN,120,2020,Qtr 1,March,5,1,Debit
518489,Closed,Current,1500,,Main Branch,518489,NetBanking, Bengaluru,0,India,720,INR,Arun Kumar,NA,12000,Y,HDFC0005678,7.5,1,Personal Loan,Mr. Verma,2018,Qtr 2,April,UPI,HIGH,TN,0,2024,Qtr 1,March,20,1,Debit
519898,Closed,Current,1500,,Main Branch,519898,ATM, Bengaluru,11/06/2024,India,720,INR,Sneha Patel,Desktop,0,N,SBIN0001234,0,1,Home Loan,Mr. Verma,2024,Qtr 3,August,Cash,HIGH,TN,120,2019,Qtr 4,October,9,1,Debit
520073,Closed,Current,1500,,Main Branch,520073,ATM,Chennai,0,India,0,INR,Arun Kumar,NA,12000,Y,HDFC0005678,0,1,Home Loan,Mr. Verma,2023,Qtr 1,January,Cash,HIGH,TN,120,2019,Qtr 3,July,18,1,Debit
520596,Closed,Current,1500,,Main Branch,520596,Branch, Bengaluru,0,India,720,INR,  Ramesh Rao,Mobile,0,N,SBIN0001234,0,1,Home Loan, Ms. Iyer,2019,Qtr 4,November,Card,Low,KA,0,2022,Qtr 1,February,21,1,Credit
521856,Closed,Current,1500,,Main Branch,521856,Branch,Chennai,11/06/2024,India,0,INR,NA,NA,5000,N,SBIN0001234,0,1,Home Loan, Ms. Iyer,2019,Qtr 1,March,NA,Low,MH,60,2022,Qtr 3,July,15,1,Credit
522623,Closed,Current,1500,,Main Branch,522623,Branch,Chennai,0,India,650,INR,NA,Mobile,5000,N,SBIN0001234,7.5,1,Home Loan,Mr. Verma,2018,Qtr 4,December,Cash,Low,TN,60,2022,Qtr 4,November,17,1,Debit
523738,Closed,Current,1500,,Main Branch,523738,NetBanking,Chennai,0,India,0,INR,Arun Kumar,Desktop,12000,N,HDFC0005678,7.5,1,Home Loan,Mr. Verma,2020,Qtr 2,June,Cash,Medium,TN,120,2022,Qtr 2,June,2,1,Debit
525799,Closed,Current,1500,,Main Branch,525799,ATM,Chennai,0,India,0,INR,NA,Mobile,0,Y,SBIN0001234,7.5,1,Personal Loan,Mr. Verma,2022,Qtr 4,October,UPI,Medium,KA,0,2022,Qtr 2,May,13,1,Credit
525862,Closed,Current,1500,,Main Branch,525862,NetBanking, Bengaluru,11/06/2024,India,0,INR,NA,Mobile,0,N,HDFC0005678,7.5,1,Home Loan,Mr. Verma,2018,Qtr 4,December,UPI,Medium,KA,120,2024,Qtr 1,February,10,1,Debit
526835,Closed,Current,1500,,Main Branch,526835,NetBanking, Bengaluru,11/06/2024,India,0,INR,NA,Mobile,0,N,HDFC0005678,0,1,CarLoan,Mr. Verma,2022,Qtr 2,June,NA,Low,TN,120,2018,Qtr 3,July,29,1,Credit
526925,Closed,Current,1500,,Main Branch,526925,NetBanking,Chennai,11/06/2024,India,0,INR,NA,NA,12000,N,HDFC0005678,7.5,1,Home Loan,Mr. Verma,2023,Qtr 2,May,NA,Medium,KA,60,2018,Qtr 3,August,12,1,Debit
528466,Closed,Current,1500,,Main Branch,528466,NetBanking, Bengaluru,0,India,0,INR,Sneha Patel,NA,0,N,SBIN0001234,0,1,Personal Loan, Ms. Iyer,2024,Qtr 4,October,UPI,Medium,KA,0,2020,Qtr 2,May,26,1,Credit
528745,Closed,Current,1500,,Main Branch,528745,NetBanking, Bengaluru,0,India,0,INR,NA,Desktop,0,N,HDFC0005678,0,1,Personal Loan,Mr. Verma,2019,Qtr 4,October,Card,Low,KA,120,2022,Qtr 3,August,15,1,Credit
529350,Closed,Current,1500,,Main Branch,529350,NetBanking, Bengaluru,11/06/2024,India,0,INR,Arun Kumar,NA,0,N,HDFC0005678,7.5,1,Personal Loan, Ms. Iyer,2022,Qtr 2,June,Cash,Low,MH,60,2019,Qtr 2,June,3,1,Credit
529522,Closed,Current,1500,,Main Branch,529522,Branch,Chennai,11/06/2024,India,0,INR,  Ramesh Rao,NA,0,N,SBIN0001234,0,1,Home Loan,Mr. Verma,2019,Qtr 1,January,UPI,Medium,KA,120,2020,Qtr 2,May,19,1,Debit
530406,Closed,Current,1500,,Main Branch,530406,NetBanking, Bengaluru,11/06/2024,India,650,INR,NA,Mobile,12000,Y,SBIN0001234,0,1,CarLoan,Mr. Verma,2022,Qtr 2,May,UPI,Medium,TN,120,2022,Qtr 1,February,20,1,Debit
530701,Closed,Current,1500,,Main Branch,530701,NetBanking,Chennai,0,India,650,INR,NA,Desktop,0,N,SBIN0001234,0,1,Personal Loan,Mr. Verma,2022,Qtr 4,November,UPI,Medium,KA,120,2020,Qtr 2,June,9,1,Debit
531336,Closed,Current,1500,,Main Branch,531336,Branch,Chennai,11/06/2024,India,0,INR,NA,Mobile,0,Y,HDFC0005678,7.5,1,Home Loan, Ms. Iyer,2022,Qtr 4,November,Cash,Low,TN,120,2021,Qtr 3,August,14,1,Debit
531337,Closed,Current,1500,,Main Branch,531337,ATM,Chennai,11/06/2024,India,0,INR,NA,NA,12000,N,SBIN0001234,7.5,1,Home Loan, Ms. Iyer,2021,Qtr 2,May,Card,Low,KA,120,2020,Qtr 2,June,28,1,Debit
532947,Closed,Current,1500,,Main Branch,532947,NetBanking, Bengaluru,11/06/2024,India,0,INR,Sneha Patel,Desktop,5000,N,SBIN0001234,7.5,1,Home Loan,Mr. Verma,2020,Qtr 2,May,NA,Low,TN,120,2019,Qtr 3,September,29,1,Debit
533011,Closed,Current,1500,,Main Branch,533011,Branch,Chennai,0,India,720,INR,Arun Kumar,NA,5000,Y,SBIN0001234,7.5,1,Personal Loan,Mr. Verma,2018,Qtr 4,December,NA,HIGH,TN,120,2019,Qtr 3,August,10,1,Debit
533061,Closed,Current,1500,,Main Branch,533061,ATM,Chennai,11/06/2024,India,720,INR,Sneha Patel,NA,5000,N,HDFC0005678,0,1,CarLoan,Mr. Verma,2018,Qtr 2,May,Card,Medium,KA,60,2020,Qtr 3,September,10,1,Debit
533085,Closed,Current,1500,,Main Branch,533085,Branch, Bengaluru,11/06/2024,India,0,INR,NA,Mobile,0,Y,HDFC0005678,0,1,Home Loan,Mr. Verma,2024,Qtr 3,September,Cash,HIGH,KA,120,2019,Qtr 1,March,20,1,Credit
533121,Closed,Current,1500,,Main Branch,533121,NetBanking, Bengaluru,0,India,650,INR,Arun Kumar,Desktop,5000,Y,SBIN0001234,7.5,1,Personal Loan,Mr. Verma,2018,Qtr 1,January,NA,Medium,MH,120,2020,Qtr 2,June,23,1,Debit
536337,Closed,Current,1500,,Main Branch,536337,ATM,Chennai,0,India,0,INR,NA,Desktop,0,Y,SBIN0001234,7.5,1,Home Loan,Mr. Verma,2018,Qtr 3,August,Card,Medium,KA,120,2018,Qtr 4,October,10,1,Debit
536830,Closed,Current,1500,,Main Branch,536830,NetBanking, Bengaluru,0,India,0,INR,  Ramesh Rao,Desktop,0,N,HDFC0005678,0,1,Home Loan,Mr. Verma,2020,Qtr 3,July,NA,Low,TN,120,2019,Qtr 2,May,2,1,Debit
536960,Closed,Current,1500,,Main Branch,536960,ATM,Chennai,11/06/2024,India,720,INR,NA,NA,0,N,HDFC0005678,7.5,1,CarLoan, Ms. Iyer,2018,Qtr 1,January,Card,Low,TN,60,2019,Qtr 2,June,8,1,Debit
536976,Closed,Current,1500,,Main Branch,536976,NetBanking, Bengaluru,0,India,0,INR,Sneha Patel,Desktop,12000,N,HDFC0005678,7.5,1,Home Loan, Ms. Iyer,2024,Qtr 4,October,Card,Low,KA,0,2020,Qtr 4,November,3,1,Debit
537745,Closed,Current,1500,,Main Branch,537745,ATM,Chennai,0,India,0,INR,NA,Mobile,0,N,SBIN0001234,0,1,Home Loan, Ms. Iyer,2022,Qtr 4,November,Card,HIGH,TN,120,2023,Qtr 3,July,29,1,Credit
538117,Closed,Current,1500,,Main Branch,538117,NetBanking,Chennai,0,India,650,INR,Arun Kumar,Mobile,5000,N,HDFC0005678,7.5,1,CarLoan, Ms. Iyer,2018,Qtr 4,October,Cash,Medium,MH,120,2018,Qtr 2,May,22,1,Debit
538437,Closed,Current,1500,,Main Branch,538437,Branch,Chennai,11/06/2024,India,650,INR,NA,NA,0,N,SBIN0001234,7.5,1,Home Loan, Ms. Iyer,2020,Qtr 2,April,NA,Medium,MH,120,2022,Qtr 2,April,2,1,Credit
538530,Closed,Current,1500,,Main Branch,538530,ATM,Chennai,11/06/2024,India,720,INR,  Ramesh Rao,NA,0,Y,SBIN0001234,7.5,1,Home Loan,Mr. Verma,2022,Qtr 2,May,UPI,Low,KA,0,2018,Qtr 3,July,26,1,Debit
539376,Closed,Current,1500,,Main Branch,539376,Branch,Chennai,11/06/2024,India,720,INR,Arun Kumar,Desktop,0,N,SBIN0001234,0,1,CarLoan, Ms. Iyer,2021,Qtr 2,June,Card,Low,KA,0,2022,Qtr 4,October,20,1,Credit
539992,Closed,Current,1500,,Main Branch,539992,Branch, Bengaluru,0,India,0,INR,NA,Desktop,0,N,HDFC0005678,0,1,Home Loan, Ms. Iyer,2018,Qtr 2,May,Cash,Low,TN,60,2020,Qtr 4,November,10,1,Debit
540652,Closed,Current,1500,,Main Branch,540652,NetBanking,Chennai,0,India,720,INR,NA,NA,12000,Y,SBIN0001234,0,1,Home Loan, Ms. Iyer,2023,Qtr 3,August,Card,Medium,MH,60,2019,Qtr 2,April,29,1,Credit
541906,Closed,Current,1500,,Main Branch,541906,ATM,Chennai,0,India,0,INR,  Ramesh Rao,NA,0,Y,SBIN0001234,7.5,1,Home Loan,Mr. Verma,2019,Qtr 3,September,NA,Medium,KA,120,2023,Qtr 4,December,27,1,Debit
541991,Closed,Current,1500,,Main Branch,541991,Branch,Chennai,0,India,0,INR,NA,Desktop,0,Y,HDFC0005678,0,1,CarLoan,Mr. Verma,2020,Qtr 3,September,UPI,HIGH,KA,120,2023,Qtr 3,September,21,1,Debit
542744,Closed,Current,1500,,Main Branch,542744,NetBanking, Bengaluru,0,India,720,INR,Sneha Patel,NA,5000,N,SBIN0001234,0,1,Home Loan, Ms. Iyer,2021,Qtr 1,March,NA,Medium,MH,120,2022,Qtr 1,March,27,1,Credit
542903,Closed,Current,1500,,Main Branch,542903,ATM, Bengaluru,0,India,650,INR,Sneha Patel,NA,0,Y,HDFC0005678,0,1,Home Loan, Ms. Iyer,2019,Qtr 4,November,UPI,HIGH,MH,120,2020,Qtr 1,March,15,1,Credit
544844,Closed,Current,1500,,Main Branch,544844,NetBanking,Chennai,0,India,720,INR,Arun Kumar,Mobile,5000,N,SBIN0001234,7.5,1,Home Loan,Mr. Verma,2018,Qtr 4,October,NA,Medium,TN,0,2020,Qtr 2,May,29,1,Credit
545010,Closed,Current,1500,,Main Branch,545010,ATM, Bengaluru,11/06/2024,India,650,INR,Arun Kumar,Mobile,12000,N,HDFC0005678,0,1,CarLoan, Ms. Iyer,2021,Qtr 1,January,NA,Low,TN,120,2018,Qtr 3,September,11,1,Debit
546210,Closed,Current,1500,,Main Branch,546210,Branch,Chennai,11/06/2024,India,720,INR,Arun Kumar,NA,0,N,HDFC0005678,7.5,1,Personal Loan, Ms. Iyer,2022,Qtr 3,September,UPI,Medium,TN,120,2019,Qtr 1,March,9,1,Debit
546504,Closed,Current,1500,,Main Branch,546504,Branch,Chennai,0,India,650,INR,NA,NA,12000,Y,HDFC0005678,7.5,1,CarLoan, Ms. Iyer,2020,Qtr 1,January,NA,Medium,TN,120,2022,Qtr 1,February,15,1,Debit
547537,Closed,Current,1500,,Main Branch,547537,ATM,Chennai,11/06/2024,India,650,INR,NA,Mobile,0,N,HDFC0005678,7.5,1,Personal Loan, Ms. Iyer,2024,Qtr 4,October,Cash,HIGH,KA,0,2019,Qtr 3,September,23,1,Credit
547583,Closed,Current,1500,,Main Branch,547583,Branch,Chennai,0,India,0,INR,Arun Kumar,Desktop,0,Y,HDFC0005678,0,1,Personal Loan, Ms. Iyer,2020,Qtr 3,August,Cash,Medium,TN,0,2018,Qtr 1,March,25,1,Debit
548258,Closed,Current,1500,,Main Branch,548258,Branch, Bengaluru,11/06/2024,India,720,INR,Sneha Patel,Mobile,0,N,SBIN0001234,0,1,Home Loan,Mr. Verma,2023,Qtr 4,December,Cash,Medium,MH,120,2023,Qtr 4,December,23,1,Credit
548392,Closed,Current,1500,,Main Branch,548392,Branch, Bengaluru,11/06/2024,India,720,INR,  Ramesh Rao,Desktop,0,N,HDFC0005678,7.5,1,Home Loan, Ms. Iyer,2022,Qtr 4,December,UPI,HIGH,KA,120,2018,Qtr 1,January,7,1,Credit
548538,Closed,Current,1500,,Main Branch,548538,ATM,Chennai,11/06/2024,India,0,INR,  Ramesh Rao,Desktop,0,Y,SBIN0001234,7.5,1,Home Loan,Mr. Verma,2020,Qtr 3,July,NA,HIGH,MH,120,2018,Qtr 4,October,9,1,Debit
549355,Closed,Current,1500,,Main Branch,549355,Branch, Bengaluru,0,India,650,INR,  Ramesh Rao,NA,0,N,HDFC0005678,7.5,1,Personal Loan,Mr. Verma,2018,Qtr 1,January,Cash,HIGH,MH,120,2023,Qtr 2,April,14,1,Debit
549404,Closed,Current,1500,,Main Branch,549404,Branch, Bengaluru,11/06/2024,India,650,INR,Arun Kumar,Desktop,0,N,SBIN0001234,0,1,CarLoan, Ms. Iyer,2020,Qtr 4,December,NA,Low,KA,120,2020,Qtr 1,February,3,1,Credit
